artist_name,track_name,genre_name
four tet,unicorn,Dance/Electronic
"does it offend you, yeah?",being bad feels pretty good,Dance/Electronic
good times ahead,no time,Dance/Electronic
justice,civilization,Dance/Electronic
deadmau5,when i talk,Dance/Electronic
deadmau5,hyperlandia - radio edit,Dance/Electronic
soulwax,heaven scent,Dance/Electronic
four tet,school,Dance/Electronic
justice,fire,Dance/Electronic
dj snake,recognize (feat. majid jordan),Dance/Electronic
modeselektor,grillwalker,Dance/Electronic
justice,"audio, video, disco.",Dance/Electronic
clark,lambent rag,Dance/Electronic
san holo,hiding,Dance/Electronic
lcd soundsystem,seconds - electric lady sessions,Dance/Electronic
fischerspooner,the 15th,Dance/Electronic
orbital,belfast - yotto remix,Dance/Electronic
mount kimbie,"meter, pale, tone",Dance/Electronic
django django,found you,Dance/Electronic
good times ahead,belong,Dance/Electronic
burial,ghost hardware,Dance/Electronic
django django,no time (feat. jack peñate),Dance/Electronic
aphex twin,carn marth,Dance/Electronic
whomadewho,nefertari,Dance/Electronic
tycho,horizon - poolside remix,Dance/Electronic
san holo,find your way - elohim remix,Dance/Electronic
martin jensen,running back to you,Dance/Electronic
aphex twin,hy a scullyas lyf adhagrow,Dance/Electronic
justice,helix,Dance/Electronic
warpaint,whiteout,Dance/Electronic
deadmau5,i said - michael woods remix,Dance/Electronic
martin jensen,solo dance - acoustic mix,Dance/Electronic
the avalanches,diners only,Dance/Electronic
dj snake,maradona riddim,Dance/Electronic
sbtrkt,ghost,Dance/Electronic
adventure club,forever (feat. ben stevenson),Dance/Electronic
deadmau5,pets,Dance/Electronic
boards of canada,the beach at redpoint,Dance/Electronic
mount kimbie,dvd (ft. choker),Dance/Electronic
modeselektor,who,Dance/Electronic
tycho,weather,Dance/Electronic
the big pink,dominos,Dance/Electronic
miss kittin,leather forever,Dance/Electronic
mount kimbie,four years and one day,Dance/Electronic
deadmau5,maths - original mix,Dance/Electronic
lcd soundsystem,american dream,Dance/Electronic
flying lotus,see thru to u,Dance/Electronic
aphex twin,#5,Dance/Electronic
rival consoles,vision of self,Dance/Electronic
dvbbs,do it anyway (with icona pop),Dance/Electronic
jvke,golden hour,Indie
lizzy mcalpine,ceilings,Indie
tv girl,lovers rock,Indie
beach house,space song,Indie
labrinth,never felt so alone,Indie
the neighbourhood,sweater weather,Indie
tv girl,blue hair,Indie
arctic monkeys,505,Indie
mac demarco,for the first time,Indie
glass animals,heat waves,Indie
cigarettes after sex,apocalypse,Indie
the walters,i love you so,Indie
mac demarco,chamber of reflection,Indie
arctic monkeys,i wanna be yours,Indie
surf curse,freaks,Indie
tv girl,not allowed,Indie
roar,christmas kids,Indie
tv girl,cigarettes out the window,Indie
rainbow kitten surprise,it's called: freefall,Indie
vundabar,alien blues,Indie
liana flores,rises the moon,Indie
lord huron,the night we met,Indie
tyler childers,feathered indians,Indie
jvke,golden hour,Indie
tyler childers,all your'n,Indie
mac demarco,my kind of woman,Indie
hozier,eat your young,Indie
børns,electric love,Indie
mitski,washing machine heart,Indie
vacations,telephones,Indie
grouplove,tongue tied,Indie
arctic monkeys,why'd you only call me when you're high?,Indie
tyler childers,lady may,Indie
girl in red,we fell in love in october,Indie
the neighbourhood,daddy issues,Indie
vacations,young,Indie
hozier,take me to church,Indie
joy again,looking out for you,Indie
men i trust,show me how,Indie
conan gray,heather,Indie
beabadoobee,glue song,Indie
patrick watson,je te laisserai des mots,Indie
cage the elephant,cigarette daydreams,Indie
new west,those eyes,Indie
the backseat lovers,kilby girl,Indie
salvia palth,i was all over her,Indie
aaron may,let go,Indie
beabadoobee,the perfect pair,Indie
the neighbourhood,you get me so high,Indie
cigarettes after sex,cry,Indie
declan mckenna,brazil,Indie
arctic monkeys,do i wanna know?,Indie
cigarettes after sex,sunsetz,Indie
the rare occasions,notion,Indie
neon trees,everybody talks,Indie
the neighbourhood,softcore,Indie
roar,i can't handle change,Indie
radiohead,creep,Indie
cults,gilded lily,Indie
cults,always forever,Indie
jvke,this is what falling in love feels like,Indie
cigarettes after sex,k.,Indie
noah kahan,stick season,Indie
my chemical romance,teenagers,Indie
suki waterhouse,good looking,Indie
twenty one pilots,stressed out,Indie
foster the people,pumped up kicks,Indie
phoebe bridgers,motion sickness,Indie
willow,wait a minute!,Indie
still woozy,goodie bag,Indie
wallows,are you bored yet? (feat. clairo),Indie
deftones,change (in the house of flies),Indie
fitz and the tantrums,out of my league,Indie
ajr,world's smallest violin,Indie
mgmt,electric feel,Indie
beach bunny,prom queen,Indie
tyler childers,shake the frost (live),Indie
labrinth,mount everest,Indie
clairo,sofia,Indie
tyler childers,follow you to virgie (ourvinyl sessions),Indie
modest mouse,float on,Indie
dominic fike,babydoll,Indie
dayglow,can i call you tonight?,Indie
tyler childers,nose on the grindstone (ourvinyl sessions),Indie
dr. dog,where'd all the time go?,Indie
mac demarco,moonlight on the river,Indie
mgmt,little dark age,Indie
deftones,be quiet and drive (far away),Indie
bon iver,rosyln,Indie
labrinth,formula,Indie
alt-j,breezeblocks,Indie
mitski,first love/late spring,Indie
boygenius,cool about it,Indie
mac demarco,freaking out the neighborhood,Indie
cafuné,tek it,Indie
cage the elephant,ain't no rest for the wicked,Indie
ajr,bang!,Indie
mitski,francis forever,Indie
her's,what once was,Indie
vansire,from the subway train,Indie
ricky montgomery,mr loverman,Indie
boygenius,not strong enough,Indie
beach bunny,cloud 9,Indie
thundercat,them changes,Indie
empire of the sun,walking on a dream,Indie
two door cinema club,what you know,Indie
twenty one pilots,ride,Indie
deftones,my own summer (shove it),Indie
m.i.a.,paper planes,Indie
cafuné,tek it - sped up,Indie
owl city,fireflies,Indie
faye webster,kingston,Indie
alec benjamin,let me down slowly,Indie
the oh hellos,"soldier, poet, king",Indie
the paper kites,bloom - bonus track,Indie
cavetown,devil town,Indie
colter wall,sleeping on the blacktop,Indie
thundercat,funny thing,Indie
mitski,nobody,Indie
deftones,cherry waves,Indie
hozier,would that i,Indie
conan gray,maniac,Indie
mitski,me and my husband,Indie
the living tombstone,my ordinary life,Indie
clairo,bags,Indie
the backseat lovers,maple syrup,Indie
halsey,die 4 me,Indie
conan gray,memories,Indie
måneskin,beggin',Indie
hozier,like real people do,Indie
halsey,without me,Indie
sufjan stevens,fourth of july,Indie
armani white,billie eilish.,Indie
the backseat lovers,pool house,Indie
deftones,sextape,Indie
radiohead,no surprises,Indie
m83,midnight city,Indie
twenty one pilots,heathens,Indie
current joys,blondie,Indie
beach bunny,sports,Indie
portugal. the man,feel it still,Indie
mgmt,kids,Indie
arctic monkeys,r u mine?,Indie
tyler childers,way of the triune god - hallelujah version,Indie
clairo,flaming hot cheetos,Indie
mitski,i bet on losing dogs,Indie
rex orange county,pluto projector,Indie
noah kahan,homesick,Indie
ricky montgomery,line without a hook,Indie
mac demarco,watching him fade away,Indie
willis,i think i like when it rains,Indie
cage the elephant,come a little closer,Indie
alt-j,left hand free,Indie
my chemical romance,welcome to the black parade,Indie
wallows,remember when,Indie
beabadoobee,glue song (feat. clairo),Indie
mother mother,hayloft,Indie
thundercat,no more lies,Indie
the neighbourhood,reflections,Indie
mother mother,verbatim,Indie
alex g,treehouse,Indie
cigarettes after sex,sweet,Indie
disclosure,latch,Indie
mac demarco,still beating,Indie
halsey,bad at love,Indie
alec benjamin,if we have each other,Indie
mt. joy,silver lining,Indie
labrinth,still don't know my name,Indie
current joys,new flesh,Indie
r.e.m.,losing my religion,Indie
noah kahan,all my love,Indie
tyler childers,whitehouse road,Indie
franz ferdinand,take me out,Indie
peter mcpoland,digital silence,Indie
the 1975,about you,Indie
hozier,almost (sweet music),Indie
dayglow,hot rod,Indie
dominic fike,dancing in the courthouse,Indie
tyler childers,tattoos,Indie
lonely god,marlboro nights,Indie
jvke,this is what heartbreak feels like,Indie
briston maroney,freakin' out on the interstate,Indie
ajr,burn the house down,Indie
muni long,hrs & hrs,Indie
rex orange county,best friend,Indie
noah kahan,northern attitude,Indie
noah kahan,stick season,Indie
vampire weekend,a-punk,Indie
neon trees,animal,Indie
alec benjamin,water fountain,Indie
tai verdes,aok,Indie
the national,the alcott (feat. taylor swift),Indie
noah kahan,orange juice,Indie
cavetown,juliet,Indie
arctic monkeys,fluorescent adolescent,Indie
bon iver,skinny love,Indie
owl city,good time,Indie
conan gray,family line,Indie
tyler childers,charleston girl (live),Indie
mild high club,homage,Indie
mother mother,burning pile,Indie
labrinth,the feels,Indie
conan gray,people watching,Indie
mother mother,hayloft ii,Indie
mac demarco,no other heart,Indie
coin,talk too much,Indie
grimes,genesis,Indie
father john misty,real love baby,Indie
beach house,silver soul,Indie
the shins,new slang - 2021 remaster,Indie
the neighbourhood,pretty boy,Indie
marina,bubblegum bitch,Indie
phoebe bridgers,kyoto,Indie
deftones,rosemary,Indie
sub urban,cradles,Indie
phoebe bridgers,i know the end,Indie
jvke,this is what losing someone feels like,Indie
cody fry,i hear a symphony,Indie
flume,never be like you (feat. kai),Indie
mitski,i want you,Indie
mitski,liquid smooth,Indie
penelope scott,rät,Indie
tobi lou,2hrs,Indie
manchester orchestra,the gold - phoebe bridgers version,Indie
tv girl,the blonde,Indie
vacations,relax,Indie
corpse,hot demon b!tches near u ! ! !,Indie
tally hall,hidden in the sand,Indie
steven universe,love like you (feat. rebecca sugar) - end credits,Indie
alec benjamin,devil doesn’t bargain,Indie
goth babe,weekend friend,Indie
rainbow kitten surprise,drop stop roll,Indie
salvia palth,(dream),Indie
dominic fike,3 nights,Indie
kaleo,way down we go,Indie
girl in red,i wanna be your girlfriend,Indie
mitski,a pearl,Indie
girl in red,bad idea!,Indie
rainbow kitten surprise,cocaine jesus,Indie
the 1975,somebody else,Indie
clairo,4ever,Indie
rex orange county,sunflower,Indie
the drums,money,Indie
måneskin,i wanna be your slave,Indie
boygenius,emily i'm sorry,Indie
boygenius,true blue,Indie
sir chloe,michelle,Indie
boygenius,$20,Indie
rebzyyx,all i want is you,Indie
khruangbin,texas sun,Indie
dominic fike,superstar sh*t,Indie
my chemical romance,helena,Indie
temporex,numbers,Indie
glass animals,gooey,Indie
the paper kites,paint,Indie
caamp,vagabond,Indie
hozier,work song,Indie
lovejoy,call me what you like,Indie
halsey,walls could talk,Indie
young the giant,cough syrup,Indie
ajr,the dumb song,Indie
awolnation,sail,Indie
grandson,blood // water,Indie
current joys,kids,Indie
annenmaykantereit,tom's diner,Indie
death cab for cutie,i will follow you into the dark,Indie
twenty one pilots,tear in my heart,Indie
jaymes young,infinity,Indie
hozier,someone new,Indie
so!yoon!,smoke sprite (feat. rm of bts),Indie
rex orange county,loving is easy,Indie
lemon demon,fine,Indie
the front bottoms,twin size mattress,Indie
mike.,these days,Indie
novo amor,anchor,Indie
clairo,amoeba,Indie
tyler childers,coal,Indie
the neighbourhood,stargazing,Indie
the temper trap,sweet disposition,Indie
phoebe bridgers,moon song,Indie
cavetown,this is home,Indie
matt maeson,hallucinogenics,Indie
ajr,weak,Indie
beabadoobee,tired,Indie
mt. joy,dirty love,Indie
vacations,friends,Indie
maggie rogers,alaska,Indie
matt maltese,as the world caves in,Indie
glass animals,the other side of paradise,Indie
aaron may,"i'm good luv, enjoy.",Indie
the neighbourhood,afraid,Indie
noah kahan,the view between villages,Indie
bon iver,beach baby,Indie
surf curse,disco,Indie
deftones,mascara,Indie
boygenius,letter to an old poet,Indie
fleet foxes,white winter hymnal,Indie
mgmt,time to pretend,Indie
noah kahan,growing sideways,Indie
cavetown,boys will be bugs,Indie
labrinth,all for us - from the hbo original series euphoria,Indie
hozier,all things end,Indie
mac demarco,another one,Indie
peter bjorn and john,young folks,Indie
noah kahan,she calls me back,Indie
conan gray,the exit,Indie
two door cinema club,undercover martyn,Indie
rainbow kitten surprise,painkillers,Indie
phoenix,1901,Indie
houndmouth,sedona,Indie
two feet,i feel like i'm drowning,Indie
rex orange county,television / so far so good,Indie
caamp,by and by,Indie
saint motel,my type,Indie
tyler childers,universal sound,Indie
m.i.a.,bad girls,Indie
arctic monkeys,snap out of it,Indie
the head and the heart,rivers and roads,Indie
public,make you mine,Indie
g-eazy,"me, myself & i",Indie
ajr,way less sad,Indie
armani white,goated. (feat. denzel curry),Indie
foster the people,sit next to me,Indie
noah kahan,"everywhere, everything",Indie
the neighbourhood,the beach,Indie
late night drive home,stress relief,Indie
dominic fike,why,Indie
tv girl,birds dont sing,Indie
cage the elephant,trouble,Indie
corpse,misa misa!,Indie
ellie goulding,hate me (with juice wrld),Indie
banners,someone to you,Indie
bo burnham,look who’s inside again,Indie
mac demarco,on the level,Indie
novo amor,state lines,Indie
grimes,oblivion,Indie
dominic fike,3 nights,Indie
faye webster,right side of my neck,Indie
young the giant,mind over matter,Indie
maggie rogers,love you for a long time,Indie
halsey,you should be sad,Indie
leith ross,we'll never have sex,Indie
sir chloe,animal,Indie
kyle,don't wanna fall in love,Indie
the marías,cariño,Indie
cigarettes after sex,heavenly,Indie
boygenius,without you without them,Indie
halsey,gasoline,Indie
jack stauber,oh klahoma,Indie
peach pit,alrighty aphrodite,Indie
boygenius,satanist,Indie
hozier,cherry wine - live,Indie
colter wall,the devil wears a suit and tie,Indie
rex orange county,the shade,Indie
mt. joy,strangers,Indie
matt maltese,intolewd,Indie
jvke,golden hour - fujii kaze remix,Indie
rainbow kitten surprise,devil like me,Indie
mac demarco,one more love song,Indie
masego,tadow,Indie
jon bellion,all time low,Indie
mxmtoon,prom dress,Indie
kevin kaarl,colapso,Indie
phoebe bridgers,scott street,Indie
jack stauber's micropop,coffee,Indie
lizzy mcalpine,doomsday,Indie
colter wall,fraulein (feat. tyler childers),Indie
fitz and the tantrums,handclap,Indie
girl in red,girls,Indie
between friends,affection,Indie
sir chloe,too close,Indie
metric,black sheep - brie larson vocal version,Indie
ralph castelli,morning sex,Indie
corpse,e-girls are ruining my life!,Indie
phoebe bridgers,savior complex,Indie
tyler childers,rock salt and nails (live),Indie
cults,gilded lily - sped up,Indie
halsey,could have been me,Indie
edward sharpe & the magnetic zeros,home - 2019 - remaster,Indie
